"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"US_11.00.06 | Learn to trade > Menu Item [Help]","Language: ro","Country: ae / Role: NoReg","0","0","0","1","0"
"US_11.02.01 | Education > Menu Item [Market guides]","Language: ro","Country: ae / Role: NoAuth","0","0","1","0","0"
"US_11.00.02 | Learn to trade > Menu Item [Risk-management guide]","Language: ro","Country: ae / Role: NoAuth","0","0","0","1","0"
"US_11.02.01 | Education > Menu Item [Market guides]","Language: ro","Country: ae / Role: NoReg","0","0","1","0","0"
"US_11.00.00 | Learn to trade","Language: ro","Country: ae / Role: NoReg","0","0","0","3","0"
"US_11.01.02 | Education > Menu Item [The basics of trading]","Language: ro","Country: ae / Role: Auth","0","0","1","0","0"
"US_11.00.01 | Essentials of trading","Language: ro","Country: ae / Role: NoReg","0","0","0","1","0"
"US_11.00.01 | Essentials of trading","Language: ro","Country: ae / Role: Auth","0","0","0","1","0"
"US_11.01.02 | Education > Menu Item [The basics of trading]","Language: ro","Country: ae / Role: NoReg","0","0","1","0","0"
"US_11.00.01 | Essentials of trading","Language: ro","Country: ae / Role: NoAuth","0","0","0","1","0"
